period,State,Sales,Price
3/1/2018,NJ,5824258.9,12.73
3/1/2018,NM,1789541.8,9.29
3/1/2018,NV,2634833.5,8.39
3/1/2018,NY,11592357,13.79
3/1/2018,OH,12428552,9.86
3/1/2018,OK,4535309.1,7.98
3/1/2018,OR,4187308.1,8.93
3/1/2018,PA,12285404,10.02
3/1/2018,RI,587688.15,17.8
3/1/2018,SC,5977900.9,9.63
3/1/2018,SD,1113764.7,9.59
3/1/2018,TN,7322285.5,9.72
3/1/2018,TX,29683946,8.23
3/1/2018,UT,2309638.4,7.83
3/1/2018,VA,9667808.9,9.4
3/1/2018,VT,458081.1,14.97
3/1/2018,WA,8130286.9,8.19
3/1/2018,WI,5725645.3,10.32
3/1/2018,WV,3066883.3,8.89
3/1/2018,WY,1439579.6,8.25
2/1/2018,AK,550137.23,18.87
2/1/2018,AL,6586518.7,9.33
2/1/2018,AR,4005064.6,8.28
2/1/2018,AZ,4865995.7,10.11
2/1/2018,CA,17977579,15.45
2/1/2018,CO,4212707.6,9.66
2/1/2018,CT,2188120.7,18.66
2/1/2018,DC,827954.49,12.39
2/1/2018,DE,909854.91,10.91
2/1/2018,FL,16772203,10.72
2/1/2018,GA,10129864,9.07
2/1/2018,HI,679845.52,28.1
2/1/2018,IA,4149167.2,8.35
2/1/2018,ID,1756369.5,8.36
2/1/2018,IL,10975778,9.27
2/1/2018,IN,8213072.3,9.61
2/1/2018,KS,3111912.2,10.58
2/1/2018,KY,5950440,8.63
2/1/2018,LA,7263615.1,7.55
2/1/2018,MA,4211855.5,19.27
2/1/2018,MD,4738649.7,12.04
2/1/2018,ME,993724.48,14.29
2/1/2018,MI,8048647.9,11.47
2/1/2018,MN,5512728.7,10.03
2/1/2018,MO,6560147.6,9.04
2/1/2018,MS,3926205.5,9.4
2/1/2018,MT,1323374.6,8.67
2/1/2018,NC,10222767,9.57
2/1/2018,ND,1844663.5,8.6
2/1/2018,NE,2515094.7,8.36
2/1/2018,NH,869842.93,17.51
2/1/2018,NJ,5633434.3,13.46
2/1/2018,NM,1734177.8,9.05
2/1/2018,NV,2446587.3,8.41
2/1/2018,NY,11929248,14.35
2/1/2018,OH,11800513,10.15
2/1/2018,OK,4814340.4,7.88
2/1/2018,OR,4237804.4,8.84
2/1/2018,PA,12328582,10.43
2/1/2018,RI,560244.37,19.27
2/1/2018,SC,5814316.4,9.96
2/1/2018,SD,1132101,9.69
2/1/2018,TN,8543082.8,9.53
2/1/2018,TX,30770230,8.46
2/1/2018,UT,2256305.3,8.16
2/1/2018,VA,8838746.7,9.49
2/1/2018,VT,449028.79,15.26
2/1/2018,WA,8002140.7,8.2
2/1/2018,WI,5583728.2,10.67
2/1/2018,WV,2641017,9.1
2/1/2018,WY,1392853.7,8.2
1/1/2018,AK,573571.73,19.34
1/1/2018,AL,8571459.3,9.66
1/1/2018,AR,4485752.5,8.22
1/1/2018,AZ,5461683.2,9.95
1/1/2018,CA,20465007,15.49
1/1/2018,CO,4646728.6,9.53
1/1/2018,CT,2708292.7,18.34
1/1/2018,DC,992544.91,11.91
1/1/2018,DE,1087850,10.59
1/1/2018,FL,19066049,10.55
1/1/2018,GA,13042166,9.98
1/1/2018,HI,746621.62,28.03
1/1/2018,IA,4624566.1,8.15
1/1/2018,ID,1972946.4,8.35
1/1/2018,IL,12625108,10.22
1/1/2018,IN,9376918.3,9.6
1/1/2018,KS,3589628.3,10.33
1/1/2018,KY,7314942.4,8.43
1/1/2018,LA,8404277.5,7.59
1/1/2018,MA,4845497.2,19.66
1/1/2018,MD,6216545.9,11.84
1/1/2018,ME,1346624.6,12.39
1/1/2018,MI,9074547.4,11.43
1/1/2018,MN,6194770.3,9.92
1/1/2018,MO,7748670.5,8.68
1/1/2018,MS,4583105.6,8.93
1/1/2018,MT,1398834.3,8.85
1/1/2018,NC,13431863,9.01
1/1/2018,ND,1973755.7,8.4
1/1/2018,NE,2760914.7,8.27
1/1/2018,NH,1035233.2,17.11
1/1/2018,NJ,6493905.5,13.33
1/1/2018,NM,1923609.4,9.04
1/1/2018,NV,2647678,8.37
1/1/2018,NY,13169576,14.68
1/1/2018,OH,14042993,9.96
1/1/2018,OK,5665974.8,7.7
1/1/2018,OR,4428725.5,8.9
1/1/2018,PA,14303373,10.68
1/1/2018,RI,682316.87,19.35
1/1/2018,SC,7801029.2,10.5
1/1/2018,SD,1222686.4,9.68
1/1/2018,TN,9910184.9,9.39
1/1/2018,TX,37159308,8.49
1/1/2018,UT,2519571.5,7.87
1/1/2018,VA,11725654,9.41
1/1/2018,VT,528102.05,15.18
1/1/2018,WA,8721270,8.15
1/1/2018,WI,6276067.5,10.62
1/1/2018,WV,3432124.1,8.97
1/1/2018,WY,1531784.4,8.05
12/1/2017,AK,573095.94,19.21
12/1/2017,AL,7314887.7,9.45
12/1/2017,AR,3670973.6,7.9
12/1/2017,AZ,5504264.7,9.9
12/1/2017,CA,19884484,15.2
12/1/2017,CO,4635359.3,9.63
12/1/2017,CT,2526954.5,17.46
12/1/2017,DC,908585.69,11.85
12/1/2017,DE,958872.73,10.7
12/1/2017,FL,17341913,10.35
12/1/2017,GA,11031420,9.25
12/1/2017,HI,727314.23,27.96
12/1/2017,IA,4321900.3,7.95
12/1/2017,ID,2039825.9,8.3
12/1/2017,IL,11987284,9.31
12/1/2017,IN,8505539.7,9.65
12/1/2017,KS,3300165.3,10.03
12/1/2017,KY,6372444.9,8.56
12/1/2017,LA,7344141.8,7.37
12/1/2017,MA,4625113.8,17.26
12/1/2017,MD,5492122.3,11.84
12/1/2017,ME,917851.58,13.41
12/1/2017,MI,8790267.7,11.31
12/1/2017,MN,5989844.5,9.4
12/1/2017,MO,6728154.9,9.05
12/1/2017,MS,3818296.5,8.9
12/1/2017,MT,1338101.9,9.03
12/1/2017,NC,11398137,8.68
12/1/2017,ND,1959159.2,8.36
12/1/2017,NE,2623136.6,8.65
12/1/2017,NH,970690.58,16.79
12/1/2017,NJ,6238974.4,12.87
12/1/2017,NM,1879311.2,9.06
12/1/2017,NV,2717438.3,8.43
12/1/2017,NY,12151555,13.71
12/1/2017,OH,13002468,9.84
12/1/2017,OK,5059136.4,7.58
12/1/2017,OR,4755610.8,8.92
12/1/2017,PA,12698864,10.26
12/1/2017,RI,652069.76,16.54
12/1/2017,SC,6399677,9.82
12/1/2017,SD,1118171.4,9.95
12/1/2017,TN,7850117.3,9.56
12/1/2017,TX,31249208,8.07
12/1/2017,UT,2547798.1,7.89
12/1/2017,VA,10283666,9.02
12/1/2017,VT,501914.27,14.58
12/1/2017,WA,8849131.7,8.15
12/1/2017,WI,6051309.3,10.69
12/1/2017,WV,3105350.2,9.01
12/1/2017,WY,1503706.4,8.25
11/1/2017,AK,536432.19,19.11
11/1/2017,AL,6483247.5,9.6
11/1/2017,AR,3459241,8.03
11/1/2017,AZ,5116119.7,9.97
11/1/2017,CA,19418382,15.82
11/1/2017,CO,4193398.4,9.78
11/1/2017,CT,2183975.9,17.62
11/1/2017,DC,822826.16,12.33
11/1/2017,DE,826994.63,10.82
11/1/2017,FL,17437443,10.5
11/1/2017,GA,9881036.6,9.27
11/1/2017,HI,755128.56,27.47
11/1/2017,IA,3934076.9,7.89
11/1/2017,ID,1719559.2,8.14
11/1/2017,IL,10641392,9.57
11/1/2017,IN,7727262.7,9.92
11/1/2017,KS,2978906.5,10.34
11/1/2017,KY,5624880.9,8.63
11/1/2017,LA,7068290.3,7.64
11/1/2017,MA,4077861.5,17.15
11/1/2017,MD,4496062.1,11.6
11/1/2017,ME,865777.56,13.19
11/1/2017,MI,7989801.4,11.1
11/1/2017,MN,5415901.6,9.86
11/1/2017,MO,5646102,9.21
11/1/2017,MS,3624152.7,8.98
11/1/2017,MT,1175193.7,8.9
11/1/2017,NC,10079954,8.63
11/1/2017,ND,1766715.3,8.44
11/1/2017,NE,2350059.1,8.49
11/1/2017,NH,844094.92,16.35
11/1/2017,NJ,5311377.1,12.6
11/1/2017,NM,1725058.6,9.02
11/1/2017,NV,2477293.7,8.28
11/1/2017,NY,11403307,14
11/1/2017,OH,11583685,9.82
11/1/2017,OK,4411176,7.89
11/1/2017,OR,4072849.3,8.93
11/1/2017,PA,11041481,9.96
11/1/2017,RI,566266.35,17.57
11/1/2017,SC,5842550.3,9.62
11/1/2017,SD,989199.16,10.09
11/1/2017,TN,7111269.5,9.49
11/1/2017,TX,29232944,8.17
11/1/2017,UT,2298724.3,7.99
11/1/2017,VA,8615042,9.07
11/1/2017,VT,434048.54,14.65
11/1/2017,WA,7567306.2,8.12
11/1/2017,WI,5484479.9,10.72
11/1/2017,WV,2652077.9,9
11/1/2017,WY,1386594.5,8.11
10/1/2017,AK,493888.45,18.88
10/1/2017,AL,6944662.5,9.75
10/1/2017,AR,3929586.4,8.05
10/1/2017,AZ,6180926.2,10.86
10/1/2017,CA,21240284,16.01
10/1/2017,CO,4320926.8,9.99
10/1/2017,CT,2133746.3,18.03
10/1/2017,DC,879528.87,12.07
10/1/2017,DE,845160.63,11.03
10/1/2017,FL,20302027,10.66
10/1/2017,GA,10862313,9.48
10/1/2017,HI,829959.38,25.93
10/1/2017,IA,3975844.4,7.73
10/1/2017,ID,1692533.6,8.14
10/1/2017,IL,10735313,9.31
10/1/2017,IN,7711767.6,9.77
10/1/2017,KS,3166574.2,10.52
10/1/2017,KY,5643791.2,8.44
10/1/2017,LA,7933959.6,7.95
10/1/2017,MA,4019924.9,17.18
10/1/2017,MD,4348252.2,11.88
10/1/2017,ME,929249.65,12.43
10/1/2017,MI,8100292.6,10.92
10/1/2017,MN,5202477.6,10.28
10/1/2017,MO,5804258.8,9.41
10/1/2017,MS,4040824.7,9.1
10/1/2017,MT,1121209.1,8.96
10/1/2017,NC,10211529,9.2
10/1/2017,ND,1575230.2,8.82
10/1/2017,NE,2272794.7,8.6
10/1/2017,NH,829947.94,16.41
10/1/2017,NJ,5585002.3,12.27
10/1/2017,NM,1858571.3,9.25
10/1/2017,NV,2705761.1,8.87
10/1/2017,NY,11756162,15.02
10/1/2017,OH,11412109,9.76
10/1/2017,OK,4809036.8,8.35
10/1/2017,OR,3792565.1,8.8
10/1/2017,PA,11181732,9.98
10/1/2017,RI,549334.97,16.88
10/1/2017,SC,6435508.9,9.65
10/1/2017,SD,930357.32,10.22
10/1/2017,TN,7631275.2,9.26
10/1/2017,TX,34913676,8.35
10/1/2017,UT,2358404,8.2
10/1/2017,VA,8444772.2,9.3
10/1/2017,VT,426822.79,14.48
10/1/2017,WA,7051876.6,7.94
10/1/2017,WI,5507830.5,10.35
10/1/2017,WV,2546700.7,8.86
10/1/2017,WY,1363196,8.44
9/1/2017,AK,473550.95,18.57
9/1/2017,AL,7379417.4,10.26
9/1/2017,AR,4147844.1,8.77
9/1/2017,AZ,7397753.3,11.07
9/1/2017,CA,24201252,17.83
9/1/2017,CO,4786561.1,10.39
9/1/2017,CT,2291301.2,17.93
9/1/2017,DC,917876.99,11.87
9/1/2017,DE,1000172.8,10.62
9/1/2017,FL,21540483,10.68
9/1/2017,GA,11628828,10.32
9/1/2017,HI,822051.42,25.62
9/1/2017,IA,3955735.7,9.66
9/1/2017,ID,1847276.7,8.16
9/1/2017,IL,11887440,9.47
9/1/2017,IN,8226810.7,9.84
9/1/2017,KS,3610918.2,10.92
9/1/2017,KY,5964579.1,8.73
9/1/2017,LA,8430001.8,8.13
9/1/2017,MA,4338244.8,17.88
9/1/2017,MD,4736991.6,11.59
9/1/2017,ME,976379.36,12.76
9/1/2017,MI,8522145.9,11.05
9/1/2017,MN,5565781.7,10.62
9/1/2017,MO,6506090.6,10.02
9/1/2017,MS,4375426.5,9.23
9/1/2017,MT,1165686.7,8.88
9/1/2017,NC,11074093,9.5
9/1/2017,ND,1507206.3,9.25
9/1/2017,NE,2544730.8,9.65
9/1/2017,NH,887397.89,16.13
9/1/2017,NJ,6307346.6,13.28
9/1/2017,NM,2029476.3,9.82
9/1/2017,NV,3367053.9,9.47
9/1/2017,NY,12671101,15.73
9/1/2017,OH,11941622,9.89
9/1/2017,OK,5313457.3,8.59
9/1/2017,OR,3804724.4,8.74
9/1/2017,PA,11578168,9.98
9/1/2017,RI,632623.41,16.33
9/1/2017,SC,6608179.5,10.44
9/1/2017,SD,973549.16,10.38
9/1/2017,TN,8472497.6,9.46
9/1/2017,TX,37161324,8.57
9/1/2017,UT,2575288.8,8.91
9/1/2017,VA,8810748.5,9.32
9/1/2017,VT,437215.79,14.66
9/1/2017,WA,6851574.7,7.95
9/1/2017,WI,5759136.7,10.96
9/1/2017,WV,2408226.1,8.72
9/1/2017,WY,1312467.9,8.2
8/1/2017,AK,485324.44,18.7
8/1/2017,AL,8549973.8,10.18
8/1/2017,AR,4672979.1,8.77
8/1/2017,AZ,8651801.2,11.22
8/1/2017,CA,26750187,17.57
8/1/2017,CO,5247783.9,10.39
8/1/2017,CT,2662946.2,17.64
8/1/2017,DC,1033960.4,11.39
8/1/2017,DE,1061533,10.76
8/1/2017,FL,23954098,10.4
8/1/2017,GA,13486777,10.55
8/1/2017,HI,858328.24,25.47
8/1/2017,IA,4239267.2,10.73
8/1/2017,ID,2402850.5,8.56
8/1/2017,IL,12576342,9.6
8/1/2017,IN,9120624.7,9.8
8/1/2017,KS,3984271.3,11.06
8/1/2017,KY,6817324.6,8.65
8/1/2017,LA,8835813.8,8.17
8/1/2017,MA,4971094.3,17.25
8/1/2017,MD,5473935.1,11.89
8/1/2017,ME,950322.1,12.99
8/1/2017,MI,9223980.7,11.37
8/1/2017,MN,5808016.3,10.64
8/1/2017,MO,7184684.8,11.59
8/1/2017,MS,4792402.3,9.21
8/1/2017,MT,1275636.6,9.06
8/1/2017,NC,13030312,9.34
8/1/2017,ND,1588345.4,9.29
8/1/2017,NE,2810334.4,9.8
8/1/2017,NH,980507.02,16.07
8/1/2017,NJ,7276018.3,13.95
8/1/2017,NM,2251895.1,10.15
8/1/2017,NV,4027163.5,9.69
8/1/2017,NY,13937431,15.72
8/1/2017,OH,13416898,10.01
8/1/2017,OK,5991211.5,8.61
8/1/2017,OR,4395004.2,8.83
8/1/2017,PA,12946058,10.14
8/1/2017,RI,718122.81,16.45
8/1/2017,SC,7845791.6,10.43
8/1/2017,SD,1055742.1,10.29
8/1/2017,TN,9748075.9,9.57
8/1/2017,TX,41577224,8.6
8/1/2017,UT,3045496.7,9.33
8/1/2017,VA,10409555,9.6
8/1/2017,VT,475162.61,14.48
8/1/2017,WA,7381400,7.85
8/1/2017,WI,6150014.7,10.85
8/1/2017,WV,2737847,8.94
8/1/2017,WY,1394751.1,8.12
7/1/2017,AK,476904.52,19.23
7/1/2017,AL,8562713.5,10.19
7/1/2017,AR,4485160.2,8.85
7/1/2017,AZ,8867292.4,11.56
7/1/2017,CA,25465175,17.25
7/1/2017,CO,5420740.1,10.47
7/1/2017,CT,2718502.2,17.78
7/1/2017,DC,1112503.8,11.33
7/1/2017,DE,1119850.9,10.49
7/1/2017,FL,23688956,10.43
7/1/2017,GA,13559320,10.63
7/1/2017,HI,835287.63,25.77
7/1/2017,IA,4596124.6,10.93
7/1/2017,ID,2678662.3,8.49
7/1/2017,IL,13693718,9.53
7/1/2017,IN,9484902.3,9.87
7/1/2017,KS,4345999.6,11.18
7/1/2017,KY,7009345.6,8.84
7/1/2017,LA,8739393.8,8.49
7/1/2017,MA,5124205.2,17.36
7/1/2017,MD,6117771.5,11.69
7/1/2017,ME,945596.87,12.93
7/1/2017,MI,9762647.6,11.6
7/1/2017,MN,6211789.9,11.09
7/1/2017,MO,8141860.5,11.77
7/1/2017,MS,4713913.7,9.25
7/1/2017,MT,1271910.3,9.11
7/1/2017,NC,13233037,9.47
7/1/2017,ND,1680328.8,9.14
7/1/2017,NE,3201688.6,9.97
7/1/2017,NH,979728.62,16.02
7/1/2017,NJ,7843100.7,14.07
7/1/2017,NM,2328195.7,10.5
7/1/2017,NV,4382552.7,9.53
7/1/2017,NY,14165450,15.91
7/1/2017,OH,13920175,10.06
7/1/2017,OK,6387451.9,8.59
7/1/2017,OR,4261968.9,8.8
7/1/2017,PA,13243990,10.21
7/1/2017,RI,728500.63,16.01
7/1/2017,SC,7966219.8,10.45
7/1/2017,SD,1131313.9,10.47
7/1/2017,TN,9552202,9.73
7/1/2017,TX,40813375,8.62
7/1/2017,UT,3155018.2,9.6
7/1/2017,VA,11044491,9.7
7/1/2017,VT,473733,14.69
7/1/2017,WA,7299364.6,7.82
7/1/2017,WI,6447135.9,11.05
7/1/2017,WV,2780627.3,8.96
7/1/2017,WY,1443124.9,8.28
6/1/2017,AK,457612.45,19.75
6/1/2017,AL,7554985.9,10.1
6/1/2017,AR,4017184.3,8.65
6/1/2017,AZ,8119114.1,11.31
6/1/2017,CA,23250038,17.28
6/1/2017,CO,4773531.5,10.62
6/1/2017,CT,2353943.1,17.49
6/1/2017,DC,992862.56,11.77
6/1/2017,DE,939694.54,10.72
6/1/2017,FL,21350343,10.51
6/1/2017,GA,11966061,10.26
6/1/2017,HI,779460.51,26.35
6/1/2017,IA,4266238.9,9.98
6/1/2017,ID,2202612.2,9.12
6/1/2017,IL,12258144,9.79
6/1/2017,IN,8606019.2,9.79
6/1/2017,KS,3673657.1,11.02
6/1/2017,KY,6214958.8,8.59
6/1/2017,LA,8054439.4,8.35
6/1/2017,MA,4437878.9,17.14
6/1/2017,MD,5270823.8,11.99
6/1/2017,ME,927261.73,12.75
6/1/2017,MI,8953755,11.51
6/1/2017,MN,5659930.9,10.87
6/1/2017,MO,6822792.5,11.65
6/1/2017,MS,4166183.4,9.3
6/1/2017,MT,1114948.4,9.04
6/1/2017,NC,11778234,9
6/1/2017,ND,1523318.8,9.3
6/1/2017,NE,2703623.8,9.74
6/1/2017,NH,878001.46,16.06
6/1/2017,NJ,6680272,14.13
6/1/2017,NM,2136696.8,10.1
6/1/2017,NV,3815701.4,9.12
6/1/2017,NY,12076747,15.65
6/1/2017,OH,12642882,9.92
6/1/2017,OK,5728826,8.41
6/1/2017,OR,3883543.6,8.68
6/1/2017,PA,11596164,10.01
6/1/2017,RI,644602.82,15.3
6/1/2017,SC,6964786,10.35
6/1/2017,SD,993736.83,10.4
6/1/2017,TN,8418240.4,9.65
6/1/2017,TX,37295003,8.55
6/1/2017,UT,2804873,9.34
6/1/2017,VA,9679682.7,9.26
6/1/2017,VT,432920.48,14.85
6/1/2017,WA,6874074.9,7.77
6/1/2017,WI,5963392.8,11.08
6/1/2017,WV,2527121.4,8.82
6/1/2017,WY,1355694.8,8.36
5/1/2017,AK,470965.87,19.72
5/1/2017,AL,6980786.4,9.71
5/1/2017,AR,3459165.6,8.16
5/1/2017,AZ,6414565.9,11.16
5/1/2017,CA,20051042,15.38
5/1/2017,CO,4319691.4,9.75
5/1/2017,CT,2007512.4,17.56
5/1/2017,DC,850457.63,11.82
5/1/2017,DE,817739.63,11.34
5/1/2017,FL,20282763,10.18
5/1/2017,GA,10704351,9.57
5/1/2017,HI,784113.69,25.54
5/1/2017,IA,3772687,8.08
5/1/2017,ID,1868732.4,7.95
5/1/2017,IL,10386245,9.76
5/1/2017,IN,7852793.7,9.65
5/1/2017,KS,3143528.8,10.69
5/1/2017,KY,5789360.9,8.37
5/1/2017,LA,7241629.9,7.76
5/1/2017,MA,3954990.3,16.36
5/1/2017,MD,4367645.3,12.14
5/1/2017,ME,870383.14,12.69
5/1/2017,MI,8030933.1,11.4
5/1/2017,MN,5216978.4,10.27
5/1/2017,MO,5675321.8,10.62
5/1/2017,MS,3769160.7,9.01
5/1/2017,MT,1081290.5,8.91
5/1/2017,NC,10508116,8.85
5/1/2017,ND,1511021.6,8.94
5/1/2017,NE,2272666.6,8.86
5/1/2017,NH,784033.11,16.06
5/1/2017,NJ,5535714.1,13.71
5/1/2017,NM,1816154,9.42
5/1/2017,NV,2974585.3,8.28
5/1/2017,NY,10564928,14.61
5/1/2017,OH,11466061,9.71
5/1/2017,OK,4711231.2,8.11
5/1/2017,OR,3848277.8,8.67
5/1/2017,PA,10609016,9.97
5/1/2017,RI,552651.18,15.01
5/1/2017,SC,6384905.5,9.78
5/1/2017,SD,908181.84,10.14
5/1/2017,TN,7479923.3,9.2
5/1/2017,TX,32461661,8.33
5/1/2017,UT,2386546.3,8.76
5/1/2017,VA,8502441.2,9.04
5/1/2017,VT,418150.15,14.59
5/1/2017,WA,6927517.9,7.84
5/1/2017,WI,5314617.3,10.89
5/1/2017,WV,2433083,8.92
5/1/2017,WY,1334218.9,8.46
4/1/2017,AK,503419.7,19.32
4/1/2017,AL,6503174,9.53
4/1/2017,AR,3331798.5,8.02
4/1/2017,AZ,5517069.7,10.17
4/1/2017,CA,18532715,13.02
4/1/2017,CO,4085521.3,9.62
4/1/2017,CT,2193278.4,17.26
4/1/2017,DC,802458.34,12.03
4/1/2017,DE,812977.96,11
4/1/2017,FL,17811623,10.28
4/1/2017,GA,9947761.4,9.51
4/1/2017,HI,747973.2,25.91
4/1/2017,IA,3621142.4,7.86
4/1/2017,ID,1602914.8,7.92
4/1/2017,IL,9757390.1,9.44
4/1/2017,IN,7241676.5,9.76
4/1/2017,KS,2895330.5,10.46
4/1/2017,KY,5340698.8,8.38
4/1/2017,LA,6977168.8,7.38
4/1/2017,MA,3895829.5,17.08
4/1/2017,MD,4134347.5,12.12
4/1/2017,ME,870143.51,12.87
4/1/2017,MI,7584757.6,10.97
4/1/2017,MN,5048443.9,10.17
4/1/2017,MO,5370988.2,9.28
4/1/2017,MS,3533050.6,9.11
4/1/2017,MT,1129497,8.65
4/1/2017,NC,9228573.9,8.78
4/1/2017,ND,1565591.8,8.73
4/1/2017,NE,2212474,8.82
4/1/2017,NH,866799.25,15.97
4/1/2017,NJ,5101197,13.17
4/1/2017,NM,1700194.1,9.21
4/1/2017,NV,2481200.8,8.01
4/1/2017,NY,10844046,13.76
4/1/2017,OH,10714801,9.73
4/1/2017,OK,4309943.6,8.3
4/1/2017,OR,3823912.7,8.65
4/1/2017,PA,10897906,10.05
4/1/2017,RI,536031.97,16.93
4/1/2017,SC,5795073.8,9.62
4/1/2017,SD,903578.63,10.01
4/1/2017,TN,7235496.4,9.17
4/1/2017,TX,28246795,8.25
4/1/2017,UT,2297017.3,7.91
4/1/2017,VA,7905539.5,8.94
4/1/2017,VT,416283.94,14.61
4/1/2017,WA,7147320,7.9
4/1/2017,WI,5209837.9,10.54
4/1/2017,WV,2287397.1,9.07
4/1/2017,WY,1280995.8,8.31
3/1/2017,AK,555556.53,19.67
3/1/2017,AL,6618948.6,9.67
3/1/2017,AR,3462021.3,7.78
3/1/2017,AZ,5401533.3,9.62
3/1/2017,CA,19674737,15.38
3/1/2017,CO,4356699,9.73
3/1/2017,CT,2269412.2,17.41
3/1/2017,DC,869134.34,12.03
3/1/2017,DE,900393.75,11.61
3/1/2017,FL,16621053,10.25
3/1/2017,GA,10033886,9.65
3/1/2017,HI,769463.69,25.57
3/1/2017,IA,4035965.1,7.66
3/1/2017,ID,1745481.8,8.03
3/1/2017,IL,10873023,10.09
3/1/2017,IN,8156447.4,9.65
3/1/2017,KS,2970278.6,10.37
3/1/2017,KY,5837142,8.43
3/1/2017,LA,6576569.2,7.85
3/1/2017,MA,4436888.5,16.46
3/1/2017,MD,4930942.3,12.13
3/1/2017,ME,1021996.2,13.25
3/1/2017,MI,8358962.1,11.28
3/1/2017,MN,5633864.6,9.83
3/1/2017,MO,5846813.9,9.11
3/1/2017,MS,3530654.4,9.02
3/1/2017,MT,1211627.3,8.72
3/1/2017,NC,10283075,8.93
3/1/2017,ND,1784246.2,8.51
3/1/2017,NE,2347924.7,9.13
3/1/2017,NH,881675.11,16.04
3/1/2017,NJ,5922320.5,13.04
3/1/2017,NM,1734374.8,9.41
3/1/2017,NV,2577720,8.08
3/1/2017,NY,11296118,14.16
3/1/2017,OH,12324428,9.88
3/1/2017,OK,4604920.1,7.89
3/1/2017,OR,4189739.7,8.87
3/1/2017,PA,12114975,10.19
3/1/2017,RI,620693.53,16.13
3/1/2017,SC,5938246.1,9.6
3/1/2017,SD,1028989.6,9.89
3/1/2017,TN,7443767.1,9.26
3/1/2017,TX,29211964,8.14
3/1/2017,UT,2313228.1,8.25
3/1/2017,VA,9372327.8,9
3/1/2017,VT,468564.14,14.53
3/1/2017,WA,8265304.8,7.87
3/1/2017,WI,5709845.1,10.57
3/1/2017,WV,2887848.4,9.2
3/1/2017,WY,1421847.7,8.34
2/1/2017,AK,552560.27,18.6
2/1/2017,AL,6148615.3,9.76
2/1/2017,AR,3476254.4,7.86
2/1/2017,AZ,4836313.5,9.61
2/1/2017,CA,18102532,15.26
2/1/2017,CO,4062869.6,9.67
2/1/2017,CT,2249811.2,17.37
2/1/2017,DC,800511.24,11.88
2/1/2017,DE,861381.76,11.18
2/1/2017,FL,15619125,10.38
2/1/2017,GA,9334948.1,9.57
2/1/2017,HI,672976.63,25.87
2/1/2017,IA,3818551.4,7.85
2/1/2017,ID,1764236.4,8.04
2/1/2017,IL,10310946,9.12
2/1/2017,IN,7510279.7,9.72
2/1/2017,KS,2827557.8,10.13
2/1/2017,KY,5549147.5,8.58
2/1/2017,LA,6541057.2,7.73
2/1/2017,MA,4091528.2,17.25
2/1/2017,MD,4574845.8,12.57
2/1/2017,ME,870538.62,13.47
2/1/2017,MI,7751251.7,11.31
2/1/2017,MN,5276063.7,10.45
2/1/2017,MO,5736617.1,8.98
2/1/2017,MS,3490022.1,9.05
2/1/2017,MT,1316610.2,8.81
2/1/2017,NC,9375740.6,9.02
2/1/2017,ND,1724454.3,8.54
2/1/2017,NE,2316143.4,8.5
2/1/2017,NH,870046.6,16.21
2/1/2017,NJ,5458694.3,12.99
2/1/2017,NM,1679269.7,9.58
2/1/2017,NV,2423590.2,7.93
2/1/2017,NY,11706036,13.77
2/1/2017,OH,11224703,9.81
2/1/2017,OK,4150643.4,8.11
2/1/2017,OR,4189478.4,8.82
2/1/2017,PA,11830849,10.37
2/1/2017,RI,555319.09,17.44
2/1/2017,SC,5458329.7,9.78
2/1/2017,SD,1051397.4,9.58
2/1/2017,TN,7643640.6,9.4
2/1/2017,TX,27357805,8.33
2/1/2017,UT,2214080.6,8.15
2/1/2017,VA,8556727.3,8.81
2/1/2017,VT,444238.29,14.6
2/1/2017,WA,8205038.4,7.99
2/1/2017,WI,5377043.4,10.66
2/1/2017,WV,2420830,9.23
2/1/2017,WY,1395885.2,8.36
1/1/2017,AK,606487.69,18.55
1/1/2017,AL,7200317.5,9.5
1/1/2017,AR,3973742.7,7.82
1/1/2017,AZ,5639508.1,9.56
1/1/2017,CA,20697110,15.02
1/1/2017,CO,4627103.8,9.53
1/1/2017,CT,2544146.5,17.08
1/1/2017,DC,925740.02,11.47
1/1/2017,DE,983830.8,10.84
1/1/2017,FL,17204722,10.25
1/1/2017,GA,11019918,9.3
1/1/2017,HI,742143.82,25.34
1/1/2017,IA,4384463.1,7.94
1/1/2017,ID,2229104.1,7.87
1/1/2017,IL,12089073,8.9
1/1/2017,IN,8821843.9,9.85
1/1/2017,KS,3390599.1,9.98
1/1/2017,KY,6470712.9,8.58
1/1/2017,LA,7463469.3,6.31
1/1/2017,MA,4539761.2,16.98
1/1/2017,MD,5360145.6,12.45
1/1/2017,ME,1068173.7,13.44
1/1/2017,MI,8830297.5,11.43
1/1/2017,MN,6123486.9,9.77
1/1/2017,MO,6997733.9,8.72
1/1/2017,MS,3974699.4,8.81
1/1/2017,MT,1507944.3,8.94
1/1/2017,NC,11220518,8.88
1/1/2017,ND,1954808.2,8.33
1/1/2017,NE,2703430.3,8.24
1/1/2017,NH,1014338.5,15.92
1/1/2017,NJ,6122922.6,13.19
1/1/2017,NM,1870386.5,9.09
1/1/2017,NV,2707725.3,8.02
1/1/2017,NY,12419552,14.19
1/1/2017,OH,12994000,9.61
