period,State,Sales,Price
1/1/1993,LA,5099901,6.09
1/1/1993,MA,4178756,9.31
1/1/1993,MD,4744743,5.98
1/1/1993,ME,1107839,10.33
1/1/1993,MI,7365475,7.16
1/1/1993,MN,4482335,5.37
1/1/1993,MO,5129384,5.57
1/1/1993,MS,2635994,5.8
1/1/1993,MT,1294478,4.83
1/1/1993,NC,8232693,6.63
1/1/1993,ND,843909,5.32
1/1/1993,NE,1648823,5.02
1/1/1993,NH,839238,10.54
1/1/1993,NJ,5505410,9.63
1/1/1993,NM,1250835,7.78
1/1/1993,NV,1523107,5.66
1/1/1993,NY,11291331,9.8
1/1/1993,OH,13045672,5.97
1/1/1993,OK,3370785,5.1
1/1/1993,OR,4444640,4.54
1/1/1993,PA,10648968,7.86
1/1/1993,RI,586344,10.17
1/1/1993,SC,4907578,5.57
1/1/1993,SD,698225,5.89
1/1/1993,TN,6434957,5.3
1/1/1993,TX,19474466,5.94
1/1/1993,UT,1516972,5.49
1/1/1993,VA,7174363,6.15
1/1/1993,VT,478758,11.33
1/1/1993,WA,9425254,3.81
1/1/1993,WI,4615700,5.5
1/1/1993,WV,2267552,5.09
1/1/1993,WY,1065791,4.36
12/1/1992,AK,412316,9.71
12/1/1992,AL,4806216,5.47
12/1/1992,AR,2282090,6.33
12/1/1992,AZ,3593199,7.69
12/1/1992,CA,16998750,9.07
12/1/1992,CO,2913800,6.08
12/1/1992,CT,2484732,9.81
12/1/1992,DC,877594,5.28
12/1/1992,DE,730309,6.43
12/1/1992,FL,11592127,7.03
12/1/1992,GA,6888445,6.33
12/1/1992,HI,731028,10.6
12/1/1992,IA,2762745,5.6
12/1/1992,ID,1673301,4.07
12/1/1992,IL,9925995,7.06
12/1/1992,IN,6731546,5.25
12/1/1992,KS,2357540,6.37
12/1/1992,KY,5780781,4.01
12/1/1992,LA,5012027,6.37
12/1/1992,MA,3951261,10.42
12/1/1992,MD,4632651,5.92
12/1/1992,ME,1023249,10.27
12/1/1992,MI,7253818,7.29
12/1/1992,MN,4319192,5.55
12/1/1992,MO,4889855,5.72
12/1/1992,MS,2369503,6.32
12/1/1992,MT,1257944,4.75
12/1/1992,NC,8402370,6.4
12/1/1992,ND,719084,5.42
12/1/1992,NE,1705994,5.24
12/1/1992,NH,780399,10.3
12/1/1992,NJ,5477126,9.18
12/1/1992,NM,1280971,6.99
12/1/1992,NV,1458112,5.4
12/1/1992,NY,10953809,10.04
12/1/1992,OH,12621422,5.9
12/1/1992,OK,3208083,5.24
12/1/1992,OR,4272027,4.47
12/1/1992,PA,10469331,7.98
12/1/1992,RI,560993,10.58
12/1/1992,SC,5018655,5.53
12/1/1992,SD,629949,5.99
12/1/1992,TN,6121291,5.34
12/1/1992,TX,18814800,5.96
12/1/1992,UT,1487376,5.25
12/1/1992,VA,7044607,6.25
12/1/1992,VT,465025,11.22
12/1/1992,WA,8363782,3.88
12/1/1992,WI,4491455,5.43
12/1/1992,WV,2230559,5.11
12/1/1992,WY,1068032,4.28
11/1/1992,AK,376171,10.01
11/1/1992,AL,4804732,5.4
11/1/1992,AR,2238056,6.28
11/1/1992,AZ,3147072,7.73
11/1/1992,CA,16700236,9.24
11/1/1992,CO,2561705,6.05
11/1/1992,CT,2220434,10.05
11/1/1992,DC,741429,5.48
11/1/1992,DE,656654,6.52
11/1/1992,FL,11455804,7.07
11/1/1992,GA,6162867,6.45
11/1/1992,HI,708706,10.51
11/1/1992,IA,2710607,5.77
11/1/1992,ID,1475068,4.02
11/1/1992,IL,9132875,7.18
11/1/1992,IN,6231337,5.27
11/1/1992,KS,2117035,6.3
11/1/1992,KY,5276950,4.11
11/1/1992,LA,5008825,6.12
11/1/1992,MA,3665487,9.51
11/1/1992,MD,3907951,6.01
11/1/1992,ME,934536,8.64
11/1/1992,MI,6850346,7.16
11/1/1992,MN,3889981,5.51
11/1/1992,MO,4300893,5.88
11/1/1992,MS,2569117,6.04
11/1/1992,MT,1119474,4.47
11/1/1992,NC,7155849,6.33
11/1/1992,ND,629723,5.69
11/1/1992,NE,1493557,5.27
11/1/1992,NH,727789,9.92
11/1/1992,NJ,4918380,9.29
11/1/1992,NM,1115411,7.03
11/1/1992,NV,1327622,5.48
11/1/1992,NY,10033864,9.87
11/1/1992,OH,11796676,6.03
11/1/1992,OK,2897433,5.17
11/1/1992,OR,3605512,4.5
11/1/1992,PA,9461868,7.82
11/1/1992,RI,524660,9.48
11/1/1992,SC,4403800,5.35
11/1/1992,SD,571613,6.07
11/1/1992,TN,6432285,5.05
11/1/1992,TX,18262076,5.99
11/1/1992,UT,1354912,5.41
11/1/1992,VA,6031855,6.22
11/1/1992,VT,411028,9.57
11/1/1992,WA,7221850,3.66
11/1/1992,WI,4242147,5.49
11/1/1992,WV,1958805,5.1
11/1/1992,WY,1000926,4.34
10/1/1992,AK,365238,9.94
10/1/1992,AL,4921957,5.49
10/1/1992,AR,2322282,6.6
10/1/1992,AZ,3819087,8.51
10/1/1992,CA,18807132,10.08
10/1/1992,CO,2573104,6.01
10/1/1992,CT,2091349,10.27
10/1/1992,DC,794746,7.95
10/1/1992,DE,666174,6.44
10/1/1992,FL,12905250,6.95
10/1/1992,GA,6554638,6.44
10/1/1992,HI,739656,10.32
10/1/1992,IA,2530026,5.74
10/1/1992,ID,1435721,3.84
10/1/1992,IL,9042893,7.88
10/1/1992,IN,6175849,5.38
10/1/1992,KS,2209228,6.52
10/1/1992,KY,5299341,4.02
10/1/1992,LA,5420289,6.19
10/1/1992,MA,3563456,10.26
10/1/1992,MD,3923628,6.92
10/1/1992,ME,926085,8.42
10/1/1992,MI,6995403,7.11
10/1/1992,MN,3835043,5.39
10/1/1992,MO,4192151,5.9
10/1/1992,MS,2794359,6.16
10/1/1992,MT,1037077,3.89
10/1/1992,NC,7335109,6.71
10/1/1992,ND,558523,5.87
10/1/1992,NE,1373340,5.28
10/1/1992,NH,715571,10.01
10/1/1992,NJ,4994551,9.26
10/1/1992,NM,1203921,7.01
10/1/1992,NV,1362209,5.73
10/1/1992,NY,10296611,10.64
10/1/1992,OH,11638314,6.03
10/1/1992,OK,3069595,5.64
10/1/1992,OR,3359931,4.33
10/1/1992,PA,8979980,8.05
10/1/1992,RI,512400,10.6
10/1/1992,SC,4642576,5.39
10/1/1992,SD,509356,6.37
10/1/1992,TN,6106542,5.13
10/1/1992,TX,20821565,6.39
10/1/1992,UT,1324099,5.27
10/1/1992,VA,5867480,6.25
10/1/1992,VT,394101,7.59
10/1/1992,WA,6667177,3.44
10/1/1992,WI,4276985,5.45
10/1/1992,WV,1912989,5.09
10/1/1992,WY,970208,4.26
9/1/1992,AK,333247,10.09
9/1/1992,AL,5550136,5.5
9/1/1992,AR,2710992,7.18
9/1/1992,AZ,4175381,8.75
9/1/1992,CA,19744006,10.48
9/1/1992,CO,2647206,6.01
9/1/1992,CT,2204850,10.22
9/1/1992,DC,927213,7.91
9/1/1992,DE,754058,7.16
9/1/1992,FL,14245457,6.9
9/1/1992,GA,7517206,6.78
9/1/1992,HI,742623,10.54
9/1/1992,IA,2404569,6.14
9/1/1992,ID,1427073,3.99
9/1/1992,IL,9556695,8.51
9/1/1992,IN,6372954,5.31
9/1/1992,KS,2567305,6.65
9/1/1992,KY,5597465,4.24
9/1/1992,LA,6039746,6.15
9/1/1992,MA,3630867,10.3
9/1/1992,MD,4201991,7.79
9/1/1992,ME,927180,8.26
9/1/1992,MI,6994288,7.28
9/1/1992,MN,3777014,5.82
9/1/1992,MO,4560133,6.6
9/1/1992,MS,3172444,6.02
9/1/1992,MT,978454,3.91
9/1/1992,NC,8276255,6.77
9/1/1992,ND,526807,6.22
9/1/1992,NE,1572635,6.02
9/1/1992,NH,729758,10.1
9/1/1992,NJ,5311904,9.96
9/1/1992,NM,1288712,7.13
9/1/1992,NV,1589614,6.34
9/1/1992,NY,11014645,11.35
9/1/1992,OH,11903210,6.3
9/1/1992,OK,3501330,6.64
9/1/1992,OR,3324536,4.25
9/1/1992,PA,9282655,8.06
9/1/1992,RI,547833,10.76
9/1/1992,SC,5257359,5.61
9/1/1992,SD,510618,6.59
9/1/1992,TN,6787206,5.15
9/1/1992,TX,23538550,6.43
9/1/1992,UT,1347063,5.23
9/1/1992,VA,6185984,6.3
9/1/1992,VT,378846,7.52
9/1/1992,WA,6563356,3.31
9/1/1992,WI,4169449,5.48
9/1/1992,WV,1856745,5
9/1/1992,WY,874060,4.3
8/1/1992,AK,326584,10.11
8/1/1992,AL,5962682,5.66
8/1/1992,AR,2908922,7.16
8/1/1992,AZ,4496096,8.75
8/1/1992,CA,20389366,10.7
8/1/1992,CO,2723501,6.14
8/1/1992,CT,2275551,10.05
8/1/1992,DC,965076,8.23
8/1/1992,DE,794301,7.19
8/1/1992,FL,14888198,6.9
8/1/1992,GA,8386584,7.02
8/1/1992,HI,776703,9.38
8/1/1992,IA,2528677,6.46
8/1/1992,ID,1709395,3.86
8/1/1992,IL,9633841,8.48
8/1/1992,IN,6889678,5.35
8/1/1992,KS,2614294,6.88
8/1/1992,KY,6020455,4.33
8/1/1992,LA,6480261,6.16
8/1/1992,MA,3680180,10.13
8/1/1992,MD,4654697,7.97
8/1/1992,ME,929275,8.31
8/1/1992,MI,7177324,7.29
8/1/1992,MN,4013045,5.74
8/1/1992,MO,5009552,7.33
8/1/1992,MS,3463459,6.06
8/1/1992,MT,1073866,3.82
8/1/1992,NC,8900209,6.84
8/1/1992,ND,512219,6.29
8/1/1992,NE,1618950,5.96
8/1/1992,NH,725875,10
8/1/1992,NJ,5767208,10.04
8/1/1992,NM,1284850,7.29
8/1/1992,NV,1904927,5.85
8/1/1992,NY,11118055,11.41
8/1/1992,OH,12423398,6.24
8/1/1992,OK,3850385,6.56
8/1/1992,OR,3477424,4.08
8/1/1992,PA,9574543,8.13
8/1/1992,RI,520798,11.12
8/1/1992,SC,5808710,5.63
8/1/1992,SD,523003,6.54
8/1/1992,TN,7287093,5.11
8/1/1992,TX,24233111,6.31
8/1/1992,UT,1525060,5.37
8/1/1992,VA,6644364,6.43
8/1/1992,VT,379058,7.69
8/1/1992,WA,6881039,3.15
8/1/1992,WI,4417735,5.48
8/1/1992,WV,1971644,5.02
8/1/1992,WY,997754,4.12
7/1/1992,AK,328922,10.2
7/1/1992,AL,6135160,5.85
7/1/1992,AR,2927212,7.23
7/1/1992,AZ,4301730,8.72
7/1/1992,CA,18941543,10.59
7/1/1992,CO,2622043,6.34
7/1/1992,CT,2255872,10.05
7/1/1992,DC,954295,7.79
7/1/1992,DE,756499,7.2
7/1/1992,FL,14737547,6.9
7/1/1992,GA,8460283,7.22
7/1/1992,HI,748677,9.01
7/1/1992,IA,2597147,6.55
7/1/1992,ID,1771923,3.83
7/1/1992,IL,9848435,8.64
7/1/1992,IN,6826618,5.43
7/1/1992,KS,2629924,7.02
7/1/1992,KY,6314016,4.45
7/1/1992,LA,6733563,6.1
7/1/1992,MA,3637011,10.32
7/1/1992,MD,4716942,8.01
7/1/1992,ME,898150,8.23
7/1/1992,MI,7064750,7.31
7/1/1992,MN,3931125,5.83
7/1/1992,MO,5378974,7.47
7/1/1992,MS,3408580,5.99
7/1/1992,MT,1073451,3.75
7/1/1992,NC,8876963,7.05
7/1/1992,ND,505507,6.28
7/1/1992,NE,1599544,6.24
7/1/1992,NH,711524,10.01
7/1/1992,NJ,5926634,10.01
7/1/1992,NM,1301958,7.29
7/1/1992,NV,1809634,5.73
7/1/1992,NY,10984401,11.5
7/1/1992,OH,12697043,6.28
7/1/1992,OK,4050853,6.49
7/1/1992,OR,3447720,4.12
7/1/1992,PA,9686329,8.29
7/1/1992,RI,507989,11.18
7/1/1992,SC,5578486,5.8
7/1/1992,SD,516172,6.56
7/1/1992,TN,7201238,5.19
7/1/1992,TX,24406308,6.44
7/1/1992,UT,1454917,5.26
7/1/1992,VA,7365420,6.17
7/1/1992,VT,369757,7.72
7/1/1992,WA,6895350,3.21
7/1/1992,WI,4318506,5.53
7/1/1992,WV,2011396,5.13
7/1/1992,WY,930744,4.19
6/1/1992,AK,316284,10.06
6/1/1992,AL,5419196,5.74
6/1/1992,AR,2379082,7.21
6/1/1992,AZ,3817838,8.6
6/1/1992,CA,18286914,9.85
6/1/1992,CO,2545530,6.34
6/1/1992,CT,2119430,10.14
6/1/1992,DC,817307,7.59
6/1/1992,DE,648126,7.2
6/1/1992,FL,12852254,6.9
6/1/1992,GA,7195573,6.94
6/1/1992,HI,735036,8.63
6/1/1992,IA,2515971,6.38
6/1/1992,ID,1933318,3.76
6/1/1992,IL,9067613,8.28
6/1/1992,IN,6228107,5.34
6/1/1992,KS,2126930,6.67
6/1/1992,KY,5516096,4.33
6/1/1992,LA,5882240,5.86
6/1/1992,MA,3490824,9.4
6/1/1992,MD,3997914,7.8
6/1/1992,ME,893370,8.15
6/1/1992,MI,6952676,7.24
6/1/1992,MN,3915957,5.45
6/1/1992,MO,4510923,7.47
6/1/1992,MS,2893654,6.12
6/1/1992,MT,1067549,3.81
6/1/1992,NC,7559205,6.53
6/1/1992,ND,508854,6.25
6/1/1992,NE,1422400,6.13
6/1/1992,NH,599513,9.99
6/1/1992,NJ,5215943,10.09
6/1/1992,NM,1193782,7.11
6/1/1992,NV,1597153,5.82
6/1/1992,NY,10222976,10.68
6/1/1992,OH,11601192,6.23
6/1/1992,OK,3211200,6.34
6/1/1992,OR,3332094,4.1
6/1/1992,PA,9089687,8.12
6/1/1992,RI,499596,10.16
6/1/1992,SC,4835182,5.53
6/1/1992,SD,501118,6.54
6/1/1992,TN,6301061,5.18
6/1/1992,TX,20257941,6.4
6/1/1992,UT,1374183,5.19
6/1/1992,VA,5784172,6.48
6/1/1992,VT,356511,7.82
6/1/1992,WA,6870319,3.16
6/1/1992,WI,4128846,5.48
6/1/1992,WV,1767548,5.02
6/1/1992,WY,945078,4.23
5/1/1992,AK,336600,10.21
5/1/1992,AL,5013187,5.67
5/1/1992,AR,2084035,6.66
5/1/1992,AZ,3569430,7.89
5/1/1992,CA,16916920,9.36
5/1/1992,CO,2492368,6.12
5/1/1992,CT,2047269,10.72
5/1/1992,DC,748156,5.48
5/1/1992,DE,633169,6.53
5/1/1992,FL,10943538,6.93
5/1/1992,GA,6472954,6.69
5/1/1992,HI,724871,8.77
5/1/1992,IA,2275215,5.96
5/1/1992,ID,1743718,3.77
5/1/1992,IL,8622709,7.52
5/1/1992,IN,6029211,5.34
5/1/1992,KS,2034169,6.66
5/1/1992,KY,5240509,4.14
5/1/1992,LA,5087075,5.77
5/1/1992,MA,3459411,9.35
5/1/1992,MD,3579940,6.6
5/1/1992,ME,905903,8.33
5/1/1992,MI,6730033,7.16
5/1/1992,MN,3688801,5.58
5/1/1992,MO,4110687,6.67
5/1/1992,MS,2562050,6.11
5/1/1992,MT,1043367,3.81
5/1/1992,NC,7025906,6.44
5/1/1992,ND,533687,5.95
5/1/1992,NE,1339030,5.38
5/1/1992,NH,763356,9.99
5/1/1992,NJ,4780831,9.43
5/1/1992,NM,1131833,7.16
5/1/1992,NV,1474428,5.21
5/1/1992,NY,9968730,9.64
5/1/1992,OH,11394037,6.12
5/1/1992,OK,2868856,5.53
5/1/1992,OR,3361692,4.11
5/1/1992,PA,8937880,7.92
5/1/1992,RI,494882,9.63
5/1/1992,SC,4412744,5.42
5/1/1992,SD,494416,6.25
5/1/1992,TN,6060532,5.28
5/1/1992,TX,18232862,6.26
5/1/1992,UT,1363087,5.2
5/1/1992,VA,5654969,6.3
5/1/1992,VT,364618,7.74
5/1/1992,WA,7174100,3.19
5/1/1992,WI,4042798,5.55
5/1/1992,WV,1787605,5.09
5/1/1992,WY,927686,4.25
4/1/1992,AK,357177,10
4/1/1992,AL,4690825,5.64
4/1/1992,AR,2049862,6.41
4/1/1992,AZ,3058373,7.58
4/1/1992,CA,16428315,8.95
4/1/1992,CO,2500200,5.67
4/1/1992,CT,2147140,9.67
4/1/1992,DC,748309,5.31
4/1/1992,DE,679468,6.43
4/1/1992,FL,10419338,6.95
4/1/1992,GA,6207400,6.56
4/1/1992,HI,690297,8.89
4/1/1992,IA,2351979,5.88
4/1/1992,ID,1390404,3.73
4/1/1992,IL,8785301,7.33
4/1/1992,IN,6056839,5.23
4/1/1992,KS,2032201,6.57
4/1/1992,KY,5214359,4.11
4/1/1992,LA,4702625,5.62
4/1/1992,MA,3686210,8.93
4/1/1992,MD,3806680,6.14
4/1/1992,ME,936223,8.46
4/1/1992,MI,6702318,7.21
4/1/1992,MN,3813947,5.38
4/1/1992,MO,4088204,5.95
4/1/1992,MS,2402847,6.02
4/1/1992,MT,994763,4.08
4/1/1992,NC,7236739,6.4
4/1/1992,ND,598861,5.68
4/1/1992,NE,1338277,5.19
4/1/1992,NH,753674,9.75
4/1/1992,NJ,4824093,9.28
4/1/1992,NM,1086612,7.12
4/1/1992,NV,1255391,5.53
4/1/1992,NY,10346878,9.26
4/1/1992,OH,11542590,5.92
4/1/1992,OK,2764402,5.42
4/1/1992,OR,3436254,4.34
4/1/1992,PA,9478871,7.98
4/1/1992,RI,512828,9.96
4/1/1992,SC,4352016,5.48
4/1/1992,SD,531811,6.03
4/1/1992,TN,6232410,5.27
4/1/1992,TX,16904380,5.96
4/1/1992,UT,1319113,5.12
4/1/1992,VA,5716182,6.27
4/1/1992,VT,402709,7.53
4/1/1992,WA,7482122,3.35
4/1/1992,WI,4091325,5.48
4/1/1992,WV,1867755,5
4/1/1992,WY,922670,4.32
3/1/1992,AK,388739,9.81
3/1/1992,AL,4774299,5.48
3/1/1992,AR,2083834,6.36
3/1/1992,AZ,3094801,7.54
3/1/1992,CA,16420720,8.95
3/1/1992,CO,2644436,5.69
3/1/1992,CT,2323655,9.61
3/1/1992,DC,787514,5.36
3/1/1992,DE,707207,6.4
3/1/1992,FL,10528290,7.1
3/1/1992,GA,6247978,6.5
3/1/1992,HI,709557,8.67
3/1/1992,IA,2438132,5.82
3/1/1992,ID,1388634,3.75
3/1/1992,IL,9366895,7.4
3/1/1992,IN,6365857,5.28
3/1/1992,KS,2041879,6.38
3/1/1992,KY,5493106,4.1
3/1/1992,LA,4631165,5.91
3/1/1992,MA,3917566,9.01
3/1/1992,MD,4346608,6.12
3/1/1992,ME,997791,10.17
3/1/1992,MI,6919139,7.19
3/1/1992,MN,3853378,5.38
3/1/1992,MO,4301484,5.93
3/1/1992,MS,2410593,5.82
3/1/1992,MT,1112067,4.55
3/1/1992,NC,7442138,6.44
3/1/1992,ND,617771,5.63
3/1/1992,NE,1349226,5.23
3/1/1992,NH,774608,9.86
3/1/1992,NJ,5289594,9.17
3/1/1992,NM,1114783,7.19
3/1/1992,NV,1251540,5.49
3/1/1992,NY,10986362,9.24
3/1/1992,OH,12194911,5.9
3/1/1992,OK,2809818,5.35
3/1/1992,OR,3489402,4.46
3/1/1992,PA,10249440,8.02
3/1/1992,RI,542307,10.02
3/1/1992,SC,4584422,5.4
3/1/1992,SD,530012,6.01
3/1/1992,TN,6233632,5.22
3/1/1992,TX,16714260,5.96
3/1/1992,UT,1262872,5.28
3/1/1992,VA,6484641,6.24
3/1/1992,VT,458937,9.22
3/1/1992,WA,7879119,3.54
3/1/1992,WI,4252204,5.44
3/1/1992,WV,2099618,5.06
3/1/1992,WY,1020308,4.31
2/1/1992,AK,394430,9.74
2/1/1992,AL,4776635,5.37
2/1/1992,AR,2165656,6.36
2/1/1992,AZ,3150015,7.67
2/1/1992,CA,16507999,9.04
2/1/1992,CO,2717631,5.75
2/1/1992,CT,2426479,10.01
2/1/1992,DC,833476,5.3
2/1/1992,DE,739713,6.5
2/1/1992,FL,11066375,7.15
2/1/1992,GA,6365698,6.46
2/1/1992,HI,652290,9.01
2/1/1992,IA,2442856,5.77
2/1/1992,ID,1431347,3.85
2/1/1992,IL,9763454,6.63
2/1/1992,IN,6332185,5.16
2/1/1992,KS,2086422,6.25
2/1/1992,KY,5458147,4.19
2/1/1992,LA,4889567,5.96
2/1/1992,MA,4061299,9.03
2/1/1992,MD,4515465,6.08
2/1/1992,ME,1075218,10.27
2/1/1992,MI,6896137,7.24
2/1/1992,MN,4029258,5.36
2/1/1992,MO,4344696,5.87
2/1/1992,MS,2520774,5.94
2/1/1992,MT,1122733,4.62
2/1/1992,NC,7715680,6.53
2/1/1992,ND,690988,5.49
2/1/1992,NE,1424300,5.17
2/1/1992,NH,828514,9.91
2/1/1992,NJ,5131539,9.12
2/1/1992,NM,1153715,7.04
2/1/1992,NV,1256369,5.82
2/1/1992,NY,11224366,9.3
2/1/1992,OH,12201965,5.92
2/1/1992,OK,2838694,5.33
2/1/1992,OR,3706596,4.44
2/1/1992,PA,10473564,8
2/1/1992,RI,569543,10.12
2/1/1992,SC,4723067,5.52
2/1/1992,SD,576116,5.9
2/1/1992,TN,6813441,5.26
2/1/1992,TX,18068526,5.94
2/1/1992,UT,1323430,5.43
2/1/1992,VA,6538389,6.23
2/1/1992,VT,462028,10.41
2/1/1992,WA,8505939,3.5
2/1/1992,WI,4119374,5.47
2/1/1992,WV,2064612,5.01
2/1/1992,WY,983837,4.33
1/1/1992,AK,403227,9.67
1/1/1992,AL,5311636,5.46
1/1/1992,AR,2299090,6.22
1/1/1992,AZ,3428249,7.45
1/1/1992,CA,17305340,9
1/1/1992,CO,2880447,6.1
1/1/1992,CT,2530212,9.96
1/1/1992,DC,847906,5.16
1/1/1992,DE,766704,6.3
1/1/1992,FL,11375763,7.24
1/1/1992,GA,6931806,6.37
1/1/1992,HI,707444,8.89
1/1/1992,IA,2650148,5.74
1/1/1992,ID,1628304,3.91
1/1/1992,IL,9773812,7.38
1/1/1992,IN,6736631,5.27
1/1/1992,KS,2252177,6.27
1/1/1992,KY,5856595,4.22
1/1/1992,LA,5210946,5.83
1/1/1992,MA,4254510,9.36
1/1/1992,MD,4704321,6.15
1/1/1992,ME,1036047,10.42
1/1/1992,MI,7303994,7.28
1/1/1992,MN,4345411,5.29
1/1/1992,MO,4723303,5.81
1/1/1992,MS,2673809,5.83
1/1/1992,MT,1215636,4.62
1/1/1992,NC,8268909,6.56
1/1/1992,ND,726356,5.43
1/1/1992,NE,1547077,5.09
1/1/1992,NH,843733,9.84
1/1/1992,NJ,5484555,9.16
1/1/1992,NM,1274932,7.02
1/1/1992,NV,1409254,5.64
1/1/1992,NY,11319015,9.31
1/1/1992,OH,13001706,5.9
1/1/1992,OK,3196560,5.2
1/1/1992,OR,4096987,4.46
1/1/1992,PA,10603470,8.08
1/1/1992,RI,598732,9.99
1/1/1992,SC,4783904,5.61
1/1/1992,SD,599661,5.91
1/1/1992,TN,7007381,5.28
1/1/1992,TX,19176659,5.57
1/1/1992,UT,1430943,5.55
1/1/1992,VA,7130364,6.24
1/1/1992,VT,498413,10.44
1/1/1992,WA,8815164,3.57
1/1/1992,WI,4374264,5.54
1/1/1992,WV,2301841,4.96
1/1/1992,WY,1058644,4.34
12/1/1991,AK,394931,9.64
12/1/1991,AL,4839181,5.46
12/1/1991,AR,2151942,6.35
12/1/1991,AZ,3302960,7.45
12/1/1991,CA,17311950,8.75
12/1/1991,CO,2778531,6.13
12/1/1991,CT,2387632,9.74
12/1/1991,DC,822634,5.21
12/1/1991,DE,702177,6.33
12/1/1991,FL,11056328,7.14
12/1/1991,GA,6361447,6.32
12/1/1991,HI,711957,8.58
12/1/1991,IA,2611696,5.62
12/1/1991,ID,1546922,3.92
12/1/1991,IL,9809795,7.19
12/1/1991,IN,6299018,5.35
12/1/1991,KS,2214065,6.39
12/1/1991,KY,5370678,4.21
12/1/1991,LA,5077236,5.71
12/1/1991,MA,3902745,9.68
12/1/1991,MD,4291974,6.12
12/1/1991,ME,1004458,10.04
12/1/1991,MI,6881865,7.16
12/1/1991,MN,4357411,5.19
12/1/1991,MO,4639083,5.73
12/1/1991,MS,2546908,6
12/1/1991,MT,1245659,4.61
12/1/1991,NC,7646803,6.48
12/1/1991,ND,705487,5.39
12/1/1991,NE,1494992,5.26
12/1/1991,NH,760267,9.93
12/1/1991,NJ,5253830,9.02
12/1/1991,NM,1230925,6.96
12/1/1991,NV,1402715,5.54
12/1/1991,NY,10828351,9.43
12/1/1991,OH,12279152,5.88
12/1/1991,OK,3043658,5.19
12/1/1991,OR,4034869,4.35
12/1/1991,PA,9976923,8.1
12/1/1991,RI,558197,10.9
12/1/1991,SC,4612144,5.55
12/1/1991,SD,589389,5.91
12/1/1991,TN,6470925,5.21
12/1/1991,TX,18122774,5.92
12/1/1991,UT,1392292,5.55
12/1/1991,VA,6614715,6.22
12/1/1991,VT,456544,11.02
12/1/1991,WA,8231081,3.46
12/1/1991,WI,4340220,5.4
12/1/1991,WV,2154968,5.04
12/1/1991,WY,1003197,4.32
11/1/1991,AK,365912,10.06
11/1/1991,AL,4711883,5.47
11/1/1991,AR,2119209,5.67
11/1/1991,AZ,3061892,7.51
11/1/1991,CA,16726337,9.26
11/1/1991,CO,2550395,5.82
11/1/1991,CT,2158941,9.97
11/1/1991,DC,730443,5.33
11/1/1991,DE,650990,6.36
11/1/1991,FL,11420154,7.12
11/1/1991,GA,6082437,6.59
11/1/1991,HI,716277,8.69
11/1/1991,IA,2546350,5.61
11/1/1991,ID,1401888,3.93
11/1/1991,IL,9084217,7.1
11/1/1991,IN,6110828,5.29
11/1/1991,KS,2136846,6.46
11/1/1991,KY,4964837,4.36
11/1/1991,LA,5131302,5.51
11/1/1991,MA,3609227,9.07
11/1/1991,MD,3911407,6.26
11/1/1991,ME,894292,8.8
11/1/1991,MI,6780321,7.05
11/1/1991,MN,3913773,5.4
11/1/1991,MO,4335489,6.02
11/1/1991,MS,2554144,6.03
11/1/1991,MT,1233379,4.35
11/1/1991,NC,7137595,6.32
11/1/1991,ND,645284,5.58
11/1/1991,NE,1456427,5.24
11/1/1991,NH,698566,9.64
11/1/1991,NJ,4897987,9.2
11/1/1991,NM,1116669,6.98
11/1/1991,NV,1273255,5.5
11/1/1991,NY,9960011,9.23
11/1/1991,OH,11688198,5.97
11/1/1991,OK,2897551,4.91
11/1/1991,OR,3653844,4.47
11/1/1991,PA,9133189,8.09
11/1/1991,RI,520585,9.28
11/1/1991,SC,4413959,5.5
11/1/1991,SD,554489,5.86
11/1/1991,TN,6015532,5.25
11/1/1991,TX,18529892,6.12
11/1/1991,UT,1318353,5.47
11/1/1991,VA,5835216,6.21
11/1/1991,VT,392814,9.21
11/1/1991,WA,7501784,3.37
11/1/1991,WI,4154237,5.5
11/1/1991,WV,2001102,5.02
11/1/1991,WY,1017548,4.27
10/1/1991,AK,347687,9.9
10/1/1991,AL,4811017,5.67
10/1/1991,AR,2265857,6.79
10/1/1991,AZ,3647624,8.18
10/1/1991,CA,18987380,10.07
10/1/1991,CO,2478730,6.13
10/1/1991,CT,2109991,10.11
10/1/1991,DC,813904,7.51
10/1/1991,DE,675406,6.3
10/1/1991,FL,12809713,7.09
10/1/1991,GA,6518719,6.43
10/1/1991,HI,768369,8.46
10/1/1991,IA,2489300,5.57
10/1/1991,ID,1323384,3.88
10/1/1991,IL,9019913,8.11
10/1/1991,IN,6179787,5.26
10/1/1991,KS,2162432,6.52
10/1/1991,KY,5068551,4.23
10/1/1991,LA,5206223,5.82
10/1/1991,MA,3469653,9.92
10/1/1991,MD,3819290,7.18
10/1/1991,ME,927717,8.23
10/1/1991,MI,6905695,7.01
10/1/1991,MN,3774770,5.45
10/1/1991,MO,4172808,5.97
10/1/1991,MS,2780723,6.23
10/1/1991,MT,1098529,3.79
10/1/1991,NC,7348802,6.46
10/1/1991,ND,515086,5.96
10/1/1991,NE,1404207,5.15
10/1/1991,NH,692432,9.74
10/1/1991,NJ,4985181,9.19
10/1/1991,NM,1187621,7.17
10/1/1991,NV,1365855,5.46
10/1/1991,NY,10368624,9.97
10/1/1991,OH,11458329,6.06
10/1/1991,OK,3001407,5.58
10/1/1991,OR,3448927,4.24
