,period,region,contract,customers(household),usage(kWh),rate(Won),avg_rate(Won/kWh),export_volume,export_value,import_volume,import_value,trade_balance,mean_temp(℃),avg_max_temp(℃),avg_min_temp(℃),precipitation(mm)
3758,2006-06-01,Daegu,residential,565537,213795213,22430846694,104.9,13551,326656,7924,222185,104472,23.4,28.8,18.6,64
3759,2006-06-01,Daegu,total,760270,1016799063,80523664804,79.2,13551,326656,7924,222185,104472,23.4,28.8,18.6,64
3760,2006-06-01,Daejeon,street lights,3868,5145892,374136444,72.7,4963,255580,6089,213149,42431,22.3,27.5,17.8,131
3761,2006-06-01,Daejeon,educational,822,19233182,1252705976,65.1,4963,255580,6089,213149,42431,22.3,27.5,17.8,131
3762,2006-06-01,Daejeon,agricultural,4445,1474265,71230956,48.3,4963,255580,6089,213149,42431,22.3,27.5,17.8,131
3763,2006-06-01,Daejeon,industrial,4223,206392756,11862571695,57.5,4963,255580,6089,213149,42431,22.3,27.5,17.8,131
3764,2006-06-01,Daejeon,midnight,18023,16028750,561517481,35,4963,255580,6089,213149,42431,22.3,27.5,17.8,131
3765,2006-06-01,Daejeon,general,63096,219079798,19555135448,89.3,4963,255580,6089,213149,42431,22.3,27.5,17.8,131
3766,2006-06-01,Daejeon,residential,324293,126616175,13080119611,103.3,4963,255580,6089,213149,42431,22.3,27.5,17.8,131
3767,2006-06-01,Daejeon,total,418770,593970818,46757417611,78.7,4963,255580,6089,213149,42431,22.3,27.5,17.8,131
3768,2006-06-01,Busan,street lights,59660,10614378,779998398,73.5,25011,683388,19895,800396,-117008,20.3,24.1,17.2,175.4
3769,2006-06-01,Busan,educational,1745,25114568,1931696888,76.9,25011,683388,19895,800396,-117008,20.3,24.1,17.2,175.4
3770,2006-06-01,Busan,agricultural,6944,5367752,233173371,43.4,25011,683388,19895,800396,-117008,20.3,24.1,17.2,175.4
3771,2006-06-01,Busan,industrial,20347,563531145,35835159926,63.6,25011,683388,19895,800396,-117008,20.3,24.1,17.2,175.4
3772,2006-06-01,Busan,midnight,24457,37575976,1151691462,30.6,25011,683388,19895,800396,-117008,20.3,24.1,17.2,175.4
3773,2006-06-01,Busan,general,159594,406920769,37198740925,91.4,25011,683388,19895,800396,-117008,20.3,24.1,17.2,175.4
3774,2006-06-01,Busan,residential,870228,318496385,34062071355,106.9,25011,683388,19895,800396,-117008,20.3,24.1,17.2,175.4
3775,2006-06-01,Busan,total,1142975,1367620973,1.11E+11,81.3,25011,683388,19895,800396,-117008,20.3,24.1,17.2,175.4
3776,2006-06-01,Seoul,street lights,16848,29645415,2167666467,73.1,98272,2226059,175985,4986602,-2760543,21.8,26.3,18.1,168.5
3777,2006-06-01,Seoul,educational,4491,89216320,5939829809,66.6,98272,2226059,175985,4986602,-2760543,21.8,26.3,18.1,168.5
3778,2006-06-01,Seoul,agricultural,2997,1938116,84640525,43.7,98272,2226059,175985,4986602,-2760543,21.8,26.3,18.1,168.5
3779,2006-06-01,Seoul,industrial,45726,458463515,30907808537,67.4,98272,2226059,175985,4986602,-2760543,21.8,26.3,18.1,168.5
3780,2006-06-01,Seoul,midnight,28502,51205199,2295053710,44.8,98272,2226059,175985,4986602,-2760543,21.8,26.3,18.1,168.5
3781,2006-06-01,Seoul,general,484798,1767997062,1.54E+11,87.3,98272,2226059,175985,4986602,-2760543,21.8,26.3,18.1,168.5
3782,2006-06-01,Seoul,residential,2413809,963552657,1.12E+11,116.6,98272,2226059,175985,4986602,-2760543,21.8,26.3,18.1,168.5
3783,2006-06-01,Seoul,total,2997171,3362018284,3.08E+11,91.6,98272,2226059,175985,4986602,-2760543,21.8,26.3,18.1,168.5
3784,2006-06-01,Ulsan,street lights,18804,3154310,247813085,78.6,17173,4796607,9779,4176291,620316,21.8,27,17.6,100.7
3785,2006-06-01,Ulsan,educational,629,5878449,465385512,79.2,17173,4796607,9779,4176291,620316,21.8,27,17.6,100.7
3786,2006-06-01,Ulsan,agricultural,6380,3634511,163516427,45,17173,4796607,9779,4176291,620316,21.8,27,17.6,100.7
3787,2006-06-01,Ulsan,industrial,4657,1523864241,79605451363,52.2,17173,4796607,9779,4176291,620316,21.8,27,17.6,100.7
3788,2006-06-01,Ulsan,midnight,8656,13859980,418480105,30.2,17173,4796607,9779,4176291,620316,21.8,27,17.6,100.7
3789,2006-06-01,Ulsan,general,52315,119640418,11261017764,94.1,17173,4796607,9779,4176291,620316,21.8,27,17.6,100.7
3790,2006-06-01,Ulsan,residential,241786,93058220,9964074241,107.1,17173,4796607,9779,4176291,620316,21.8,27,17.6,100.7
3791,2006-06-01,Ulsan,total,333227,1763090129,1.02E+11,57.9,17173,4796607,9779,4176291,620316,21.8,27,17.6,100.7
3792,2006-06-01,Incheon,street lights,20991,8692738,648934128,74.7,28845,1282772,23389,1628932,-346160,19.2,23.5,16,403.7
3793,2006-06-01,Incheon,educational,1314,13219092,1029352263,77.9,28845,1282772,23389,1628932,-346160,19.2,23.5,16,403.7
3794,2006-06-01,Incheon,agricultural,12756,4957853,217839248,43.9,28845,1282772,23389,1628932,-346160,19.2,23.5,16,403.7
3795,2006-06-01,Incheon,industrial,15956,921896319,55319061337,60,28845,1282772,23389,1628932,-346160,19.2,23.5,16,403.7
3796,2006-06-01,Incheon,midnight,20271,23932041,782259460,32.7,28845,1282772,23389,1628932,-346160,19.2,23.5,16,403.7
3797,2006-06-01,Incheon,general,104815,274529356,22348818534,81.4,28845,1282772,23389,1628932,-346160,19.2,23.5,16,403.7
3798,2006-06-01,Incheon,residential,615205,226131783,24335103988,107.6,28845,1282772,23389,1628932,-346160,19.2,23.5,16,403.7
3799,2006-06-01,Incheon,total,791308,1473359182,1.05E+11,71,28845,1282772,23389,1628932,-346160,19.2,23.5,16,403.7
3800,2006-06-01,Jeonnam,street lights,53733,11080861,866496239,78.2,9861,1522635,3313,2460766,-938132,20.5,25.1,17,1602.9
3801,2006-06-01,Jeonnam,educational,1801,12079033,961255212,79.6,9861,1522635,3313,2460766,-938132,20.5,25.1,17,1602.9
3802,2006-06-01,Jeonnam,agricultural,151280,105757331,4371053071,41.3,9861,1522635,3313,2460766,-938132,20.5,25.1,17,1602.9
3803,2006-06-01,Jeonnam,industrial,14256,1071245674,56468361113,52.7,9861,1522635,3313,2460766,-938132,20.5,25.1,17,1602.9
3804,2006-06-01,Jeonnam,midnight,42405,44570766,1325883105,29.7,9861,1522635,3313,2460766,-938132,20.5,25.1,17,1602.9
3805,2006-06-01,Jeonnam,general,100017,173135443,16932909990,97.8,9861,1522635,3313,2460766,-938132,20.5,25.1,17,1602.9
3806,2006-06-01,Jeonnam,residential,653141,153224194,15470575050,101,9861,1522635,3313,2460766,-938132,20.5,25.1,17,1602.9
3807,2006-06-01,Jeonnam,total,1016633,1571093302,96396533780,61.4,9861,1522635,3313,2460766,-938132,20.5,25.1,17,1602.9
3808,2006-06-01,Jeonbuk,street lights,34176,9071119,713251357,78.6,5094,474233,3928,221979,252254,21.9,27.8,16.9,864.8
3809,2006-06-01,Jeonbuk,educational,1600,15322648,1119602114,73.1,5094,474233,3928,221979,252254,21.9,27.8,16.9,864.8
3810,2006-06-01,Jeonbuk,agricultural,72007,42230761,1722811247,40.8,5094,474233,3928,221979,252254,21.9,27.8,16.9,864.8
3811,2006-06-01,Jeonbuk,industrial,10176,658552380,36728792305,55.8,5094,474233,3928,221979,252254,21.9,27.8,16.9,864.8
3812,2006-06-01,Jeonbuk,midnight,63372,53560502,1614363180,30.1,5094,474233,3928,221979,252254,21.9,27.8,16.9,864.8
3813,2006-06-01,Jeonbuk,general,94671,180733982,17499049732,96.8,5094,474233,3928,221979,252254,21.9,27.8,16.9,864.8
3814,2006-06-01,Jeonbuk,residential,538660,154520290,15706582727,101.6,5094,474233,3928,221979,252254,21.9,27.8,16.9,864.8
3815,2006-06-01,Jeonbuk,total,814662,1113991682,75104452662,67.4,5094,474233,3928,221979,252254,21.9,27.8,16.9,864.8
3816,2006-06-01,Jeju,street lights,4011,2462547,197260168,80.1,101,2695,428,34191,-31497,21.5,27.1,16.9,1940.8
3817,2006-06-01,Jeju,educational,520,4463707,338028743,75.7,101,2695,428,34191,-31497,21.5,27.1,16.9,1940.8
3818,2006-06-01,Jeju,agricultural,29500,62165263,2609567915,42,101,2695,428,34191,-31497,21.5,27.1,16.9,1940.8
3819,2006-06-01,Jeju,industrial,2295,27496534,1997521680,72.6,101,2695,428,34191,-31497,21.5,27.1,16.9,1940.8
3820,2006-06-01,Jeju,midnight,7387,9371288,303856398,32.4,101,2695,428,34191,-31497,21.5,27.1,16.9,1940.8
3821,2006-06-01,Jeju,general,34581,80532364,7698817579,95.6,101,2695,428,34191,-31497,21.5,27.1,16.9,1940.8
3822,2006-06-01,Jeju,residential,179686,41568024,4344373608,104.5,101,2695,428,34191,-31497,21.5,27.1,16.9,1940.8
3823,2006-06-01,Jeju,total,257980,228059727,17489426091,76.7,101,2695,428,34191,-31497,21.5,27.1,16.9,1940.8
3824,2006-06-01,Chungnam,street lights,63254,9230406,786964494,85.3,21303,3222220,13494,1871839,1350381,21.2,26.8,16.6,645.3
3825,2006-06-01,Chungnam,educational,1489,18178616,1335965457,73.5,21303,3222220,13494,1871839,1350381,21.2,26.8,16.6,645.3
3826,2006-06-01,Chungnam,agricultural,112993,76652217,3043008062,39.7,21303,3222220,13494,1871839,1350381,21.2,26.8,16.6,645.3
3827,2006-06-01,Chungnam,industrial,15220,1394284038,78382124453,56.2,21303,3222220,13494,1871839,1350381,21.2,26.8,16.6,645.3
3828,2006-06-01,Chungnam,midnight,86808,79204153,2386040788,30.1,21303,3222220,13494,1871839,1350381,21.2,26.8,16.6,645.3
3829,2006-06-01,Chungnam,general,109363,211026130,20344354794,96.4,21303,3222220,13494,1871839,1350381,21.2,26.8,16.6,645.3
3830,2006-06-01,Chungnam,residential,596841,163346923,16739808056,102.5,21303,3222220,13494,1871839,1350381,21.2,26.8,16.6,645.3
3831,2006-06-01,Chungnam,total,985968,1951922483,1.23E+11,63,21303,3222220,13494,1871839,1350381,21.2,26.8,16.6,645.3
3832,2006-06-01,Chungbuk,street lights,54002,9916858,722265805,72.8,12261,686110,10600,588100,98010,21.3,27.2,16.3,630
3833,2006-06-01,Chungbuk,educational,1107,12016152,860848744,71.6,12261,686110,10600,588100,98010,21.3,27.2,16.3,630
3834,2006-06-01,Chungbuk,agricultural,85970,25136105,1100904779,43.8,12261,686110,10600,588100,98010,21.3,27.2,16.3,630
3835,2006-06-01,Chungbuk,industrial,10644,840929357,47366523292,56.3,12261,686110,10600,588100,98010,21.3,27.2,16.3,630
3836,2006-06-01,Chungbuk,midnight,72470,48523526,1477328612,30.4,12261,686110,10600,588100,98010,21.3,27.2,16.3,630
3837,2006-06-01,Chungbuk,general,78665,155538234,15141305160,97.3,12261,686110,10600,588100,98010,21.3,27.2,16.3,630
3838,2006-06-01,Chungbuk,residential,457675,122499293,12515591325,102.2,12261,686110,10600,588100,98010,21.3,27.2,16.3,630
3839,2006-06-01,Chungbuk,total,760533,1214559525,79184767717,65.2,12261,686110,10600,588100,98010,21.3,27.2,16.3,630
3840,2006-07-01,Gangwon,street lights,59119,11715818,850240465,72.6,1548,87791,1499,63793,23998,21.5,25,18.9,9339.8
3841,2006-07-01,Gangwon,educational,1502,12920993,1060901703,82.1,1548,87791,1499,63793,23998,21.5,25,18.9,9339.8
3842,2006-07-01,Gangwon,agricultural,45703,19629599,906847433,46.2,1548,87791,1499,63793,23998,21.5,25,18.9,9339.8
3843,2006-07-01,Gangwon,industrial,8990,458608109,30541656023,66.6,1548,87791,1499,63793,23998,21.5,25,18.9,9339.8
3844,2006-07-01,Gangwon,midnight,80203,64539136,1956258000,30.3,1548,87791,1499,63793,23998,21.5,25,18.9,9339.8
3845,2006-07-01,Gangwon,general,99209,213726051,22994252624,107.6,1548,87791,1499,63793,23998,21.5,25,18.9,9339.8
3846,2006-07-01,Gangwon,residential,478851,127332890,13001885647,102.1,1548,87791,1499,63793,23998,21.5,25,18.9,9339.8
3847,2006-07-01,Gangwon,total,773577,908472596,71312041895,78.5,1548,87791,1499,63793,23998,21.5,25,18.9,9339.8
3848,2006-07-01,Gyeonggi,street lights,115808,41830100,3114736089,74.5,95710,4748957,102800,4965312,-216355,23.1,26.8,20.4,3903.2
3849,2006-07-01,Gyeonggi,educational,5711,67742824,6211897905,91.7,95710,4748957,102800,4965312,-216355,23.1,26.8,20.4,3903.2
3850,2006-07-01,Gyeonggi,agricultural,137515,86723337,3883899582,44.8,95710,4748957,102800,4965312,-216355,23.1,26.8,20.4,3903.2
3851,2006-07-01,Gyeonggi,industrial,87849,3055761482,2.26E+11,74,95710,4748957,102800,4965312,-216355,23.1,26.8,20.4,3903.2
3852,2006-07-01,Gyeonggi,midnight,154184,129735412,4319802113,33.3,95710,4748957,102800,4965312,-216355,23.1,26.8,20.4,3903.2
3853,2006-07-01,Gyeonggi,general,460431,1434700540,1.50E+11,104.6,95710,4748957,102800,4965312,-216355,23.1,26.8,20.4,3903.2
3854,2006-07-01,Gyeonggi,residential,2152653,975420803,1.11E+11,113.4,95710,4748957,102800,4965312,-216355,23.1,26.8,20.4,3903.2
3855,2006-07-01,Gyeonggi,total,3114151,5791914498,5.04E+11,87.1,95710,4748957,102800,4965312,-216355,23.1,26.8,20.4,3903.2
3856,2006-07-01,Gyeongnam,street lights,82662,14473166,1068542766,73.8,32779,2360955,23919,1487725,873231,23.7,27.2,21.1,5630.6
3857,2006-07-01,Gyeongnam,educational,2363,21235455,1915882154,90.2,32779,2360955,23919,1487725,873231,23.7,27.2,21.1,5630.6
3858,2006-07-01,Gyeongnam,agricultural,100910,64966112,2777452706,42.8,32779,2360955,23919,1487725,873231,23.7,27.2,21.1,5630.6
3859,2006-07-01,Gyeongnam,industrial,28339,1257334339,94957869724,75.5,32779,2360955,23919,1487725,873231,23.7,27.2,21.1,5630.6
3860,2006-07-01,Gyeongnam,midnight,82834,48923381,1527368671,31.2,32779,2360955,23919,1487725,873231,23.7,27.2,21.1,5630.6
3861,2006-07-01,Gyeongnam,general,156386,355497019,38254278169,107.6,32779,2360955,23919,1487725,873231,23.7,27.2,21.1,5630.6
3862,2006-07-01,Gyeongnam,residential,930328,265519454,27752430363,104.5,32779,2360955,23919,1487725,873231,23.7,27.2,21.1,5630.6
3863,2006-07-01,Gyeongnam,total,1383822,2027948926,1.68E+11,83,32779,2360955,23919,1487725,873231,23.7,27.2,21.1,5630.6
3864,2006-07-01,Gyeongbuk,street lights,58014,14697383,1099379920,74.8,37403,3158485,26083,2022979,1135506,22.3,26,19.7,7598.3
3865,2006-07-01,Gyeongbuk,educational,2156,26786966,2338499661,87.3,37403,3158485,26083,2022979,1135506,22.3,26,19.7,7598.3
3866,2006-07-01,Gyeongbuk,agricultural,202478,67753184,3018350255,44.5,37403,3158485,26083,2022979,1135506,22.3,26,19.7,7598.3
3867,2006-07-01,Gyeongbuk,industrial,23037,2081494545,1.41E+11,67.8,37403,3158485,26083,2022979,1135506,22.3,26,19.7,7598.3
3868,2006-07-01,Gyeongbuk,midnight,66512,46882243,1456283246,31.1,37403,3158485,26083,2022979,1135506,22.3,26,19.7,7598.3
3869,2006-07-01,Gyeongbuk,general,147178,286907307,31356507422,109.3,37403,3158485,26083,2022979,1135506,22.3,26,19.7,7598.3
3870,2006-07-01,Gyeongbuk,residential,899728,215270184,21524031813,100,37403,3158485,26083,2022979,1135506,22.3,26,19.7,7598.3
3871,2006-07-01,Gyeongbuk,total,1399103,2739791812,2.02E+11,73.7,37403,3158485,26083,2022979,1135506,22.3,26,19.7,7598.3
3872,2006-07-01,Gwangju,street lights,17535,4433234,340841914,76.9,11619,712769,6267,319102,393667,24.5,27.7,22.1,478.3
3873,2006-07-01,Gwangju,educational,800,15154766,1303976936,86,11619,712769,6267,319102,393667,24.5,27.7,22.1,478.3
3874,2006-07-01,Gwangju,agricultural,7610,2470783,118142355,47.8,11619,712769,6267,319102,393667,24.5,27.7,22.1,478.3
3875,2006-07-01,Gwangju,industrial,4200,193543789,14364205528,74.2,11619,712769,6267,319102,393667,24.5,27.7,22.1,478.3
3876,2006-07-01,Gwangju,midnight,9935,6972062,261146417,37.5,11619,712769,6267,319102,393667,24.5,27.7,22.1,478.3
3877,2006-07-01,Gwangju,general,67377,190476522,19722167259,103.5,11619,712769,6267,319102,393667,24.5,27.7,22.1,478.3
3878,2006-07-01,Gwangju,residential,319004,123530387,13021898259,105.4,11619,712769,6267,319102,393667,24.5,27.7,22.1,478.3
3879,2006-07-01,Gwangju,total,426461,536581543,49132378668,91.6,11619,712769,6267,319102,393667,24.5,27.7,22.1,478.3
3880,2006-07-01,Daegu,street lights,24007,7999169,577126849,72.1,12054,288024,7046,200539,87484,24.2,27.7,21.5,568.1
3881,2006-07-01,Daegu,educational,1295,15535330,1350676631,86.9,12054,288024,7046,200539,87484,24.2,27.7,21.5,568.1
3882,2006-07-01,Daegu,agricultural,8673,5178546,214964962,41.5,12054,288024,7046,200539,87484,24.2,27.7,21.5,568.1
3883,2006-07-01,Daegu,industrial,17488,459461214,34429151336,74.9,12054,288024,7046,200539,87484,24.2,27.7,21.5,568.1
3884,2006-07-01,Daegu,midnight,20264,14283513,532361236,37.3,12054,288024,7046,200539,87484,24.2,27.7,21.5,568.1
3885,2006-07-01,Daegu,general,123598,313704788,32884092570,104.8,12054,288024,7046,200539,87484,24.2,27.7,21.5,568.1
3886,2006-07-01,Daegu,residential,565097,219357585,23831529888,108.6,12054,288024,7046,200539,87484,24.2,27.7,21.5,568.1
3887,2006-07-01,Daegu,total,760422,1035520145,93819903472,90.6,12054,288024,7046,200539,87484,24.2,27.7,21.5,568.1
3888,2006-07-01,Daejeon,street lights,3947,4754346,350486354,73.7,4735,172756,5497,184514,-11759,23.1,26.2,20.7,531
3889,2006-07-01,Daejeon,educational,829,20572850,1651856718,80.3,4735,172756,5497,184514,-11759,23.1,26.2,20.7,531
3890,2006-07-01,Daejeon,agricultural,4458,1342551,66960957,49.9,4735,172756,5497,184514,-11759,23.1,26.2,20.7,531
3891,2006-07-01,Daejeon,industrial,4230,207312069,14809138981,71.4,4735,172756,5497,184514,-11759,23.1,26.2,20.7,531
3892,2006-07-01,Daejeon,midnight,18064,13017229,504616937,38.8,4735,172756,5497,184514,-11759,23.1,26.2,20.7,531
3893,2006-07-01,Daejeon,general,63227,242593086,24875634769,102.5,4735,172756,5497,184514,-11759,23.1,26.2,20.7,531
3894,2006-07-01,Daejeon,residential,324584,130472361,13851169900,106.2,4735,172756,5497,184514,-11759,23.1,26.2,20.7,531
3895,2006-07-01,Daejeon,total,419339,620064492,56109864616,90.5,4735,172756,5497,184514,-11759,23.1,26.2,20.7,531
3896,2006-07-01,Busan,street lights,59734,10627873,773629909,72.8,22534,724037,18008,661155,62883,22.6,25.3,20.1,591.7
3897,2006-07-01,Busan,educational,1760,27118403,2377183678,87.7,22534,724037,18008,661155,62883,22.6,25.3,20.1,591.7
3898,2006-07-01,Busan,agricultural,6953,5483332,231710680,42.3,22534,724037,18008,661155,62883,22.6,25.3,20.1,591.7
3899,2006-07-01,Busan,industrial,20379,560491634,43019162872,76.8,22534,724037,18008,661155,62883,22.6,25.3,20.1,591.7
3900,2006-07-01,Busan,midnight,24550,27752104,896328538,32.3,22534,724037,18008,661155,62883,22.6,25.3,20.1,591.7
3901,2006-07-01,Busan,general,159804,452236494,47297979398,104.6,22534,724037,18008,661155,62883,22.6,25.3,20.1,591.7
3902,2006-07-01,Busan,residential,869481,319327384,34695136941,108.7,22534,724037,18008,661155,62883,22.6,25.3,20.1,591.7
3903,2006-07-01,Busan,total,1142661,1403037224,1.29E+11,92.2,22534,724037,18008,661155,62883,22.6,25.3,20.1,591.7
3904,2006-07-01,Seoul,street lights,16874,28310137,2055786842,72.6,90042,2124431,165370,4793391,-2668960,23.1,26,20.9,1014
3905,2006-07-01,Seoul,educational,4552,94893142,7850737965,82.7,90042,2124431,165370,4793391,-2668960,23.1,26,20.9,1014
3906,2006-07-01,Seoul,agricultural,2973,1860608,82075958,44.1,90042,2124431,165370,4793391,-2668960,23.1,26,20.9,1014
3907,2006-07-01,Seoul,industrial,45628,476340699,36667420592,77,90042,2124431,165370,4793391,-2668960,23.1,26,20.9,1014
3908,2006-07-01,Seoul,midnight,28403,57080204,2762999248,48.4,90042,2124431,165370,4793391,-2668960,23.1,26,20.9,1014
3909,2006-07-01,Seoul,general,485628,1956226680,2.00E+11,102.1,90042,2124431,165370,4793391,-2668960,23.1,26,20.9,1014
3910,2006-07-01,Seoul,residential,2414603,993731623,1.22E+11,122.7,90042,2124431,165370,4793391,-2668960,23.1,26,20.9,1014
3911,2006-07-01,Seoul,total,2998661,3608443093,3.71E+11,102.8,90042,2124431,165370,4793391,-2668960,23.1,26,20.9,1014
3912,2006-07-01,Ulsan,street lights,18954,3165486,245447148,77.5,15036,3962061,8381,4144001,-181940,23.7,27.2,21.1,543.2
3913,2006-07-01,Ulsan,educational,636,6790580,616316730,90.8,15036,3962061,8381,4144001,-181940,23.7,27.2,21.1,543.2
3914,2006-07-01,Ulsan,agricultural,6400,3560704,162035494,45.5,15036,3962061,8381,4144001,-181940,23.7,27.2,21.1,543.2
3915,2006-07-01,Ulsan,industrial,4663,1517591863,99955308759,65.9,15036,3962061,8381,4144001,-181940,23.7,27.2,21.1,543.2
3916,2006-07-01,Ulsan,midnight,8685,8942670,283097035,31.7,15036,3962061,8381,4144001,-181940,23.7,27.2,21.1,543.2
3917,2006-07-01,Ulsan,general,52474,130609282,13910059863,106.5,15036,3962061,8381,4144001,-181940,23.7,27.2,21.1,543.2
3918,2006-07-01,Ulsan,residential,241647,92676205,9930383274,107.2,15036,3962061,8381,4144001,-181940,23.7,27.2,21.1,543.2
3919,2006-07-01,Ulsan,total,333459,1763336790,1.25E+11,70.9,15036,3962061,8381,4144001,-181940,23.7,27.2,21.1,543.2
3920,2006-07-01,Incheon,street lights,21127,8285291,619389586,74.8,26824,1402683,20779,1602174,-199491,22,25.1,19.8,1609.4
3921,2006-07-01,Incheon,educational,1328,13018362,1324272198,101.7,26824,1402683,20779,1602174,-199491,22,25.1,19.8,1609.4
3922,2006-07-01,Incheon,agricultural,12810,4439519,210043061,47.3,26824,1402683,20779,1602174,-199491,22,25.1,19.8,1609.4
3923,2006-07-01,Incheon,industrial,15964,912660263,67097349019,73.5,26824,1402683,20779,1602174,-199491,22,25.1,19.8,1609.4
3924,2006-07-01,Incheon,midnight,20303,18654874,670760894,36,26824,1402683,20779,1602174,-199491,22,25.1,19.8,1609.4
3925,2006-07-01,Incheon,general,105036,302483474,32017733048,105.8,26824,1402683,20779,1602174,-199491,22,25.1,19.8,1609.4
3926,2006-07-01,Incheon,residential,615227,231211527,25697349187,111.1,26824,1402683,20779,1602174,-199491,22,25.1,19.8,1609.4
3927,2006-07-01,Incheon,total,791795,1490753310,1.28E+11,85.6,26824,1402683,20779,1602174,-199491,22,25.1,19.8,1609.4
3928,2006-07-01,Jeonnam,street lights,53853,10933074,840244674,76.9,9491,1769002,3029,2439475,-670473,23.7,26.8,21.4,3089.3
3929,2006-07-01,Jeonnam,educational,1819,13173010,1179401278,89.5,9491,1769002,3029,2439475,-670473,23.7,26.8,21.4,3089.3
3930,2006-07-01,Jeonnam,agricultural,151932,107211426,4514930952,42.1,9491,1769002,3029,2439475,-670473,23.7,26.8,21.4,3089.3
3931,2006-07-01,Jeonnam,industrial,14317,1099403083,71225180644,64.8,9491,1769002,3029,2439475,-670473,23.7,26.8,21.4,3089.3
3932,2006-07-01,Jeonnam,midnight,42809,29648908,916397242,30.9,9491,1769002,3029,2439475,-670473,23.7,26.8,21.4,3089.3
3933,2006-07-01,Jeonnam,general,100283,188383358,20457604796,108.6,9491,1769002,3029,2439475,-670473,23.7,26.8,21.4,3089.3
3934,2006-07-01,Jeonnam,residential,653166,152803183,15464669565,101.2,9491,1769002,3029,2439475,-670473,23.7,26.8,21.4,3089.3
3935,2006-07-01,Jeonnam,total,1018179,1601556042,1.15E+11,71.6,9491,1769002,3029,2439475,-670473,23.7,26.8,21.4,3089.3
3936,2006-07-01,Jeonbuk,street lights,34483,8911791,687387781,77.1,4745,446674,3754,210120,236554,24,27.9,21.3,3587.3
3937,2006-07-01,Jeonbuk,educational,1605,16431795,1360335583,82.8,4745,446674,3754,210120,236554,24,27.9,21.3,3587.3
3938,2006-07-01,Jeonbuk,agricultural,72546,39208993,1705050977,43.5,4745,446674,3754,210120,236554,24,27.9,21.3,3587.3
3939,2006-07-01,Jeonbuk,industrial,10218,648403126,44680887536,68.9,4745,446674,3754,210120,236554,24,27.9,21.3,3587.3
3940,2006-07-01,Jeonbuk,midnight,63626,34144827,1083035848,31.7,4745,446674,3754,210120,236554,24,27.9,21.3,3587.3
3941,2006-07-01,Jeonbuk,general,94792,200158014,21676842904,108.3,4745,446674,3754,210120,236554,24,27.9,21.3,3587.3
3942,2006-07-01,Jeonbuk,residential,538768,156255965,16037323767,102.6,4745,446674,3754,210120,236554,24,27.9,21.3,3587.3
3943,2006-07-01,Jeonbuk,total,816038,1103514511,87230864396,79,4745,446674,3754,210120,236554,24,27.9,21.3,3587.3
3944,2006-07-01,Jeju,street lights,4153,2477451,194067835,78.3,133,3706,434,13185,-9479,23.7,27.2,21.1,5630.6
3945,2006-07-01,Jeju,educational,526,5294900,464413069,87.7,133,3706,434,13185,-9479,23.7,27.2,21.1,5630.6
3946,2006-07-01,Jeju,agricultural,29597,58305543,2462470493,42.2,133,3706,434,13185,-9479,23.7,27.2,21.1,5630.6
3947,2006-07-01,Jeju,industrial,2282,27078624,2280786786,84.2,133,3706,434,13185,-9479,23.7,27.2,21.1,5630.6
3948,2006-07-01,Jeju,midnight,7392,7073650,264237066,37.4,133,3706,434,13185,-9479,23.7,27.2,21.1,5630.6
3949,2006-07-01,Jeju,general,34703,91745025,9966152448,108.6,133,3706,434,13185,-9479,23.7,27.2,21.1,5630.6
3950,2006-07-01,Jeju,residential,179791,42711552,4630344830,108.4,133,3706,434,13185,-9479,23.7,27.2,21.1,5630.6
3951,2006-07-01,Jeju,total,258444,234686745,20262472527,86.3,133,3706,434,13185,-9479,23.7,27.2,21.1,5630.6
3952,2006-07-01,Chungnam,street lights,63297,9282908,753515310,81.2,20728,3121291,12957,1827863,1293427,23.2,26.7,20.6,2535.1
3953,2006-07-01,Chungnam,educational,1512,18514454,1651650046,89.2,20728,3121291,12957,1827863,1293427,23.2,26.7,20.6,2535.1
3954,2006-07-01,Chungnam,agricultural,113366,63140107,2822134554,44.7,20728,3121291,12957,1827863,1293427,23.2,26.7,20.6,2535.1
3955,2006-07-01,Chungnam,industrial,15282,1406461128,97798371773,69.5,20728,3121291,12957,1827863,1293427,23.2,26.7,20.6,2535.1
3956,2006-07-01,Chungnam,midnight,87490,54205196,1690863212,31.2,20728,3121291,12957,1827863,1293427,23.2,26.7,20.6,2535.1
3957,2006-07-01,Chungnam,general,110013,233240207,25301419438,108.5,20728,3121291,12957,1827863,1293427,23.2,26.7,20.6,2535.1
3958,2006-07-01,Chungnam,residential,597553,165061478,17062365449,103.4,20728,3121291,12957,1827863,1293427,23.2,26.7,20.6,2535.1
3959,2006-07-01,Chungnam,total,988513,1949905478,1.47E+11,75.4,20728,3121291,12957,1827863,1293427,23.2,26.7,20.6,2535.1
3960,2006-07-01,Chungbuk,street lights,54279,9767684,705674645,72.2,11402,670623,9894,586769,83854,22.5,26.4,19.9,3495
3961,2006-07-01,Chungbuk,educational,1113,12488866,1013088271,81.1,11402,670623,9894,586769,83854,22.5,26.4,19.9,3495
3962,2006-07-01,Chungbuk,agricultural,86439,24773087,1139100661,46,11402,670623,9894,586769,83854,22.5,26.4,19.9,3495
